T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG,Year,Month,Day
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,18
12.6,21,6,-,73,0,0.5,4.8,9.4,-,-,-,-,1,2011,12,19
12.7,19,7,-,72,0,1.1,8.9,14.8,-,-,-,-,1,2011,12,20
14.3,22,8,-,61,0,1.1,3.5,9.4,-,-,-,-,1,2011,12,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,24
11.5,20,5,-,57,0,1.1,3.5,11.1,-,-,-,-,1,2011,12,25
13.9,28,4,-,50,0,1,3.3,9.4,-,-,-,-,1,2011,12,26
12.1,20,5,-,70,0,0.5,2.6,11.1,-,-,-,-,1,2011,12,27
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2011,12,30
14.7,22,8,-,75,0,1.1,5,13,-,-,-,-,1,2011,12,31
15.9,18,14,-,87,-,1.4,3.7,11.1,-,o,-,-,1,2012,01,1
14.4,28,8,-,87,0,0.3,4.6,9.4,-,-,-,-,1,2012,01,2
13.1,19,8,-,73,0,0.8,4.1,13,-,-,-,-,1,2012,01,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,4
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2012,01,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,01,6
14,17,12,-,94,0,1.6,10.4,18.3,-,-,-,-,-,2012,01,7
12.1,17,8,-,86,0,1.1,9.1,13,-,-,-,-,1,2012,01,8
13.3,28,7,-,65,0,1.4,7.2,14.8,-,-,-,-,1,2012,01,9
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,10
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,11
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,12
11.4,19,5,-,60,0,1.9,7.4,16.5,-,-,-,-,-,2012,01,13
14.8,21,7,-,54,0,2.3,7.2,20.6,-,-,-,-,-,2012,01,14
17.6,24,12,-,56,-,2.7,10,16.5,-,o,-,-,-,2012,01,15
-,-,-,-,-,-,-,-,-,-,o,-,-,1,2012,01,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,18
10.5,16,4,-,85,0,1.3,5.6,11.1,-,-,-,-,1,2012,01,19
8.4,14,4,-,93,0,0.6,10,14.8,-,-,-,-,1,2012,01,20
11.3,17,6,-,59,0,3.2,13,29.4,-,-,-,-,1,2012,01,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,22
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,23
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,24
14.6,20,9,-,56,0,2.7,10.9,20.6,-,-,-,-,1,2012,01,25
14.5,19,9,-,55,0,2.3,12.6,18.3,-,-,-,-,-,2012,01,26
11.9,17,7,-,61,0,2.1,3,13,-,-,-,-,-,2012,01,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,01,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,29
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,01,30
12.9,20,5,-,54,0,2.3,6.3,16.5,-,-,-,-,1,2012,01,31
13.5,20,7,-,53,0,2.6,10.4,24.1,-,-,-,-,-,2012,02,1
14.3,21,8,-,51,0,2.6,6.5,18.3,-,-,-,-,-,2012,02,2
16.1,22,11,-,50,-,1.9,4.8,14.8,-,o,-,-,-,2012,02,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,02,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,02,6
13.1,18,9,-,60,0,2.6,8.9,18.3,-,-,-,-,-,2012,02,7
12.4,18,4,-,37,0,4.5,13.1,24.1,27.8,-,-,-,-,2012,02,8
10.8,18,3,-,50,0,3.1,10.7,22.2,37,-,-,-,-,2012,02,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,02,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,12
17.9,23,13,-,53,0,2.4,9.6,22.2,40.7,-,-,-,-,2012,02,13
16.4,23,12,-,58,0,2.4,10.7,18.3,-,-,-,-,1,2012,02,14
15.3,20,11,-,37,0,4.2,12.6,14.8,-,-,-,-,-,2012,02,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,02,17
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,02,18
16.6,23,9,-,48,0,3.2,14.4,27.8,33.5,-,-,-,1,2012,02,19
17.6,24,9,-,51,0,2.7,7.8,18.3,-,-,-,-,1,2012,02,20
21.3,28,13,-,50,0,2.4,5.2,14.8,-,-,-,-,-,2012,02,21
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,02,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,24
16.2,22,8,-,36,0,4,13.1,22.2,-,-,-,-,-,2012,02,25
15,23,6,-,46,0,3.2,15,25.9,40.7,-,-,-,-,2012,02,26
16.9,24,8,-,42,0,3.5,14.3,31.3,-,-,-,-,-,2012,02,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,02,29
21.3,29,14,-,39,0,3.7,6.7,18.3,-,-,-,-,-,2012,03,1
20.4,28,11,-,38,0,3.4,9.6,20.6,-,-,-,-,-,2012,03,2
20.6,28,11,-,39,0,3.5,8.3,20.6,-,-,-,-,-,2012,03,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,03,6
20.3,28,11,-,32,0,4.2,6.7,13,-,-,-,-,-,2012,03,7
19,26,12,-,34,0,4,10.7,18.3,-,-,-,-,-,2012,03,8
19.1,24,10,-,34,0,3.7,10.7,18.3,33.5,-,-,-,-,2012,03,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,03,12
19.4,25,13,-,54,0,4.3,11.7,22.2,-,-,-,-,-,2012,03,13
18.7,25,12,-,48,0,3.1,13.1,24.1,-,-,-,-,-,2012,03,14
19.9,27,11,-,47,0,3.1,12.6,24.1,-,-,-,-,-,2012,03,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,18
28.4,36,21,-,42,0,3.2,10.4,16.5,-,-,-,-,-,2012,03,19
26.8,33,19,-,32,0,1.6,12.2,27.8,46.5,-,-,-,-,2012,03,20
19.2,25,13,-,37,0,3.1,16.7,20.6,37,-,-,-,-,2012,03,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,24
25.6,33,15,-,34,0,2.9,8.1,22.2,27.8,-,-,-,-,2012,03,25
29.1,35,21,-,28,0,3.1,5.2,16.5,-,-,-,-,-,2012,03,26
26.1,33,18,-,45,0,2.1,9.1,20.6,-,-,-,-,-,2012,03,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,03,30
28.4,35,21,-,35,0,3.7,8.5,16.5,-,-,-,-,-,2012,03,31
30,37,23,-,33,0,3.5,9.6,20.6,27.8,-,-,-,-,2012,04,1
31.2,38,25,-,32,0,3.2,10.6,16.5,-,-,-,o,-,2012,04,2
30.7,38,24,-,37,0,2.7,9.4,16.5,-,-,-,o,-,2012,04,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,6
30.8,37,23,-,34,0,3.2,8.1,18.3,-,-,-,-,-,2012,04,7
30.1,36,23,-,30,0,3.7,12.2,24.1,-,-,-,-,-,2012,04,8
30.8,38,22,-,29,0,3.4,8.3,20.6,-,-,-,-,-,2012,04,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,04,10
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,04,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,12
25.1,29,22,-,48,0,3.5,13.7,27.8,55.4,-,-,-,-,2012,04,13
23.4,27,20,-,64,-,2.9,7.8,14.8,-,o,-,o,-,2012,04,14
25.6,31,19,-,50,0,2.4,5,11.1,-,-,-,-,-,2012,04,15
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,04,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,17
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,04,18
30.2,36,21,-,36,0,3.1,13.5,22.2,-,-,-,-,-,2012,04,19
29.3,38,23,-,37,-,3.2,16.5,25.9,44.3,o,-,o,-,2012,04,20
28.8,34,23,-,34,0,4,11.5,22.2,46.5,-,-,-,-,2012,04,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,04,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,23
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,04,24
29.1,35,20,-,36,0,2.6,6.1,16.5,-,-,-,-,-,2012,04,25
24.9,34,19,-,56,0,2.9,13.7,24.1,44.3,-,-,o,1,2012,04,26
27.7,34,18,-,41,0,3.2,13.1,22.2,-,-,-,-,1,2012,04,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,04,30
29.6,35,22,-,24,0,3.9,9.6,16.5,-,-,-,-,-,2012,05,1
30.4,37,23,-,20,0,3.7,6.9,16.5,-,-,-,-,-,2012,05,2
30.6,37,23,-,23,0,3.2,8,22.2,35.2,-,-,-,-,2012,05,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,6
33.6,39,27,-,26,0,2.6,7.2,16.5,-,-,-,-,-,2012,05,7
32.9,41,27,-,31,0,3.5,13.7,18.3,-,-,-,-,-,2012,05,8
30.7,37,27,-,38,0,4.2,15.7,20.6,-,-,-,-,-,2012,05,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,05,12
30.6,38,23,-,37,0,2.7,12,22.2,-,-,-,-,-,2012,05,13
29.3,33,25,-,33,-,2.6,12.8,24.1,29.4,o,-,-,-,2012,05,14
33.1,39,24,-,24,0,2.9,7.2,22.2,33.5,-,-,-,-,2012,05,15
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,05,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,18
34.3,41,28,-,21,0,3.5,13.9,25.9,-,-,-,-,-,2012,05,19
34.9,42,28,-,21,0,2.9,8.5,18.3,37,-,-,o,-,2012,05,20
35.6,42,30,-,19,0,2.7,9.4,22.2,-,-,-,-,-,2012,05,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,24
37.2,44,27,-,17,0,3.5,14.1,33.5,40.7,-,-,-,-,2012,05,25
37.1,42,32,-,20,0,3.1,12.8,31.3,37,-,-,-,-,2012,05,26
36.1,41,29,-,17,0,3.4,14.4,27.8,40.7,-,-,-,-,2012,05,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,05,30
39.2,46,32,-,16,0,3.5,13,20.6,37,-,-,-,-,2012,05,31
39.2,45,33,-,19,0,3.2,13.1,27.8,46.5,-,-,-,-,2012,06,1
36.4,43,29,-,26,0,3.1,18.1,37,55.4,-,-,o,-,2012,06,2
34.4,43,29,-,32,0,3.4,16.5,24.1,44.3,-,-,-,-,2012,06,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,4
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,06,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,06,6
32.8,38,27,-,34,0,3.1,9.8,14.8,-,-,-,-,-,2012,06,7
33.7,39,27,-,31,0,3.1,11.5,22.2,33.5,-,-,-,-,2012,06,8
35.1,41,28,-,29,0,3.2,14.3,24.1,40.7,-,-,-,-,2012,06,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,12
37.8,44,31,-,21,0,3.1,13.5,20.6,-,-,-,-,-,2012,06,13
37.1,43,32,-,21,0,3.1,13.7,25.9,46.5,-,-,-,-,2012,06,14
37.4,43,31,-,27,0,3.7,16.5,31.3,40.7,-,-,-,-,2012,06,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,17
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,06,18
36,42,28,-,32,0,3.5,9.8,22.2,-,-,-,-,-,2012,06,19
37.6,43,30,-,26,0,3.9,16.9,27.8,42.4,-,-,-,-,2012,06,20
37.5,43,32,-,29,0,3.2,18.5,27.8,46.5,-,-,-,-,2012,06,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,24
36.9,43,32,-,30,0,3.1,15.2,22.2,53.5,-,-,-,-,2012,06,25
35.8,41,32,-,36,0,3.2,18.5,27.8,46.5,-,-,-,-,2012,06,26
35.4,40,32,-,40,0,2.7,13.1,25.9,37,-,-,-,-,2012,06,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,06,30
38.4,44,32,-,28,0,3.7,15,24.1,33.5,-,-,-,-,2012,07,1
36.9,42,33,-,46,0,3.5,15.6,22.2,-,-,-,-,-,2012,07,2
33.9,40,29,-,57,0,2.9,18.1,33.5,40.7,-,-,-,-,2012,07,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,07,6
26.8,29,25,-,89,-,2.4,11.7,18.3,-,o,-,o,-,2012,07,7
29.7,33,26,-,71,0,3.2,12,25.9,33.5,-,-,-,-,2012,07,8
30.8,34,27,-,68,-,3.1,11.3,22.2,-,o,-,-,-,2012,07,9
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,07,10
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,07,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,07,12
29.4,35,26,-,78,-,2.7,7.6,18.3,51.9,o,-,o,-,2012,07,13
28.9,32,27,-,78,0,3.2,8,22.2,-,-,-,-,-,2012,07,14
32,37,27,-,64,0,3.1,9.4,18.3,-,-,-,-,-,2012,07,15
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,07,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,18
35.3,40,31,-,46,0,3.4,14.4,27.8,46.5,-,-,-,-,2012,07,19
32.4,36,29,-,62,-,3.4,13.9,20.6,-,o,-,-,-,2012,07,20
31.4,35,28,-,67,0,3.7,14.4,22.2,-,-,-,-,-,2012,07,21
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,07,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,23
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,07,24
30,34,28,-,74,0,3.7,14.8,22.2,-,-,-,-,-,2012,07,25
30.1,32,28,-,76,0,3.5,10.6,16.5,-,-,-,-,-,2012,07,26
29.7,33,27,-,79,-,3.4,8.9,18.3,-,o,-,-,-,2012,07,27
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,07,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,07,29
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,07,30
26.7,28,24,-,93,-,1.6,3.9,14.8,-,o,-,-,-,2012,07,31
27.9,30,26,-,92,-,2.1,5.2,11.1,-,o,-,-,-,2012,08,1
31.6,36,28,-,67,0,4.2,11.1,20.6,-,-,-,-,-,2012,08,2
30.9,36,27,-,66,0,3.7,14.1,20.6,-,-,-,-,-,2012,08,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,5
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,08,6
28.9,32,27,-,83,0,3.1,6.9,14.8,-,-,-,o,-,2012,08,7
27.9,33,26,-,87,-,2.4,9.4,16.5,-,o,-,o,-,2012,08,8
28.2,30,26,-,87,-,2.3,4.4,13,-,o,-,o,-,2012,08,9
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,08,10
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,08,11
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,08,12
27.9,31,26,-,86,-,2.6,14.4,25.9,-,o,-,o,-,2012,08,13
28.5,31,26,-,80,-,3.4,14.3,20.6,-,o,-,-,-,2012,08,14
28.9,32,26,-,80,-,3.2,13,22.2,-,o,-,-,-,2012,08,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,17
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,08,18
30.5,33,28,-,79,0,2.7,7.6,13,-,-,-,o,-,2012,08,19
29.1,32,27,-,85,-,2.9,9.3,20.6,-,o,-,-,-,2012,08,20
27.4,29,25,-,93,-,2.1,7.6,14.8,-,o,-,-,-,2012,08,21
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,08,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,23
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,08,24
26.4,27,25,-,98,-,1.9,7,14.8,-,o,-,-,-,2012,08,25
27.6,31,26,-,93,-,1.6,5.9,14.8,-,o,-,-,-,2012,08,26
28.4,32,26,-,87,-,2.1,9.4,16.5,-,o,-,o,-,2012,08,27
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,08,28
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,08,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,08,30
29.8,33,26,-,76,0,2.9,5.6,9.4,-,-,-,-,-,2012,08,31
31.2,34,29,-,75,0,2.3,3.1,9.4,-,-,-,-,-,2012,09,1
29.2,35,26,-,80,0,3.1,9.1,18.3,-,-,-,-,-,2012,09,2
29.8,33,26,-,75,0,2.9,8.9,18.3,-,-,-,-,-,2012,09,3
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,09,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,6
28.2,32,25,-,79,-,3.5,18.3,25.9,37,o,-,-,-,2012,09,7
28.2,31,25,-,82,-,3.2,8.9,18.3,-,o,-,-,-,2012,09,8
30.8,35,27,-,73,0,3.2,5.2,13,-,-,-,-,-,2012,09,9
-,-,-,-,-,-,-,-,-,-,-,-,o,-,2012,09,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,11
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,09,12
29.7,35,27,-,81,0,3.5,9.3,22.2,-,-,-,-,-,2012,09,13
27.3,31,25,-,92,-,3.2,10,22.2,-,o,-,o,-,2012,09,14
27.8,33,25,-,84,-,3.1,9.6,18.3,-,o,-,o,-,2012,09,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,17
-,-,-,-,-,-,-,-,-,-,o,-,-,-,2012,09,18
28.6,32,25,-,74,0,3.7,7.2,14.8,-,-,-,-,-,2012,09,19
27.8,31,24,-,77,0,3.2,10.7,16.5,-,-,-,-,-,2012,09,20
28.2,33,24,-,68,0,3.5,10.7,25.9,-,-,-,-,-,2012,09,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,24
27.9,33,22,-,58,0,4.5,12.2,22.2,-,-,-,-,-,2012,09,25
28.8,34,23,-,55,0,4.7,11.5,22.2,-,-,-,-,-,2012,09,26
28.1,33,22,-,61,0,4,11.5,22.2,-,-,-,-,-,2012,09,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,28
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,09,30
28.3,34,22,-,55,0,3.5,7.2,16.5,-,-,-,-,-,2012,10,1
28.3,34,22,-,57,0,3.2,6.1,18.3,-,-,-,-,-,2012,10,2
28.4,35,22,-,54,0,2.6,5.9,18.3,-,-,-,-,-,2012,10,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,6
27.4,34,21,-,44,0,2.7,8.7,22.2,-,-,-,-,-,2012,10,7
27.4,34,20,-,42,0,2.9,8.7,22.2,-,-,-,-,-,2012,10,8
26.6,33,20,-,44,0,3.2,6.9,16.5,-,-,-,-,-,2012,10,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,12
27.5,35,20,-,41,0,2.6,5.6,18.3,-,-,-,-,-,2012,10,13
27.9,35,21,-,41,0,3.1,5.9,22.2,-,-,-,-,-,2012,10,14
26.6,34,19,-,44,0,3.4,10.9,27.8,46.5,-,-,-,-,2012,10,15
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,16
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,18
25.3,32,18,-,50,0,1.9,4.6,13,-,-,-,-,-,2012,10,19
25.8,31,19,-,52,0,1.3,4.8,11.1,-,-,-,-,-,2012,10,20
25.1,31,20,-,54,0,1.3,4.6,13,-,-,-,-,-,2012,10,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,24
21.1,27,15,-,58,0,2.1,5.9,16.5,-,-,-,-,-,2012,10,25
22.1,28,15,-,50,0,1.8,2.8,11.1,-,-,-,-,-,2012,10,26
22.4,29,15,-,49,0,1.6,3.9,14.8,-,-,-,-,-,2012,10,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,28
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,10,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,10,30
22.6,28,16,-,64,0,0.6,2.6,9.4,-,-,-,-,1,2012,10,31
21.6,28,16,-,71,0,0.6,3.9,9.4,-,-,-,-,1,2012,11,1
20.7,26,17,-,74,0,0.5,2.4,7.6,-,-,-,-,1,2012,11,2
21.4,28,16,-,63,0,1,2.6,7.6,-,-,-,-,1,2012,11,3
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,11,4
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,11,5
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,11,6
20.7,28,16,-,64,0,0.6,2.4,9.4,-,-,-,-,1,2012,11,7
20,27,13,-,61,0,1.1,4.3,13,-,-,-,-,1,2012,11,8
23,30,13,-,43,0,1.9,5.4,13,-,-,-,-,-,2012,11,9
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,10
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,11
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,12
20.2,28,13,-,59,0,1.1,2.8,13,-,-,-,-,1,2012,11,13
18.9,26,13,-,62,0,1,5,14.8,-,-,-,-,1,2012,11,14
18.8,28,14,-,64,0,1,3.3,9.4,-,-,-,-,1,2012,11,15
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,11,16
-,-,-,-,-,-,-,-,-,-,-,-,-,1,2012,11,17
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,18
19.6,27,13,-,49,0,1.9,6.7,18.3,-,-,-,-,-,2012,11,19
19.5,28,12,-,43,0,2.6,7.2,14.8,-,-,-,-,-,2012,11,20
19.6,28,11,-,42,0,2.3,4.8,13,-,-,-,-,-,2012,11,21
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,22
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,23
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,24
17.6,25,11,-,53,0,1.6,6.3,16.5,-,-,-,-,-,2012,11,25
16.3,24,10,-,51,0,2.6,6.5,16.5,-,-,-,-,-,2012,11,26
16.8,24,9,-,46,0,2.7,8,18.3,-,-,-,-,-,2012,11,27
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,28
-,-,-,-,-,-,-,-,-,-,o,-,o,-,2012,11,29
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,11,30
16.1,22,9,-,52,0,2.9,8.9,14.8,-,-,-,-,-,2012,12,1
15.3,23,9,-,51,0,1.9,3.7,9.4,-,-,-,-,-,2012,12,2
16.1,29,8,-,47,0,1.9,5.9,16.5,-,-,-,-,-,2012,12,3
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,4
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,5
-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,12,6
16.2,25,9,-,46,0,2.4,9.1,18.3,-,-,-,-,-,2012,12,7
